step,plane0_sigma0.333334
23520,1.0000000000000002
23540,1.0000000000000002
23560,1.0000000000000004
23580,1.0000000000000002
23600,1.0000000000000004
23620,1.0000000000000004
23640,1.0000000000000009
23660,1.0000000000000009
23680,1.0000000000000009
23700,1.0000000000000004
23720,1.0000000000000007
23740,1.0000000000000002
23760,1.0000000000000002
23780,1.0000000000000004
23800,1.0000000000000002
23820,1.0000000000000002
23840,1.0000000000000004
23860,1.0000000000000002
23880,1.0000000000000007
23900,1.0000000000000002
23920,1.0000000000000004
23940,1.0000000000000002
23960,1.0000000000000002
23980,1.0000000000000002
24000,1.0000000000000004
24020,1.0000000000000007
24040,1.0000000000000004
24060,1.0000000000000002
24080,1.0000000000000002
24100,1.0000000000000004
24120,1.0000000000000002
24140,1.0000000000000007
24160,1.0000000000000009
24180,1.0000000000000007
24200,1.0000000000000004
24220,1.0000000000000004
24240,1.0000000000000004
24260,1.0000000000000002
24280,1.0000000000000007
24300,1.0000000000000007
24320,1.0000000000000004
24340,1.0000000000000002
24360,1.0000000000000007
24380,1.0000000000000007
24400,1.0000000000000002
24420,1.0000000000000004
24440,1.0000000000000007
24460,1.0000000000000002
24480,1.0000000000000002
24500,1.0000000000000007
24520,1.0000000000000007
24540,1.0000000000000004
24560,1.0000000000000007
24580,1.0000000000000004
24600,1.0000000000000007
24620,1.0000000000000004
24640,1.0000000000000002
24660,1.0000000000000002
24680,1.0000000000000007
24700,1.0000000000000004
24720,1.0000000000000009
24740,1.0000000000000002
24760,1.0000000000000007
24780,1.0000000000000002
24800,1.0000000000000002
24820,1.0000000000000004
24840,1.0000000000000002
24860,1.0000000000000007
24880,1.0000000000000009
24900,1.0000000000000007
24920,1.0000000000000009
24940,1.0000000000000002
24960,1.0000000000000007
24980,1.0000000000000007
25000,1.0000000000000009
25020,1.0000000000000004
25040,1.0000000000000002
25060,1.0000000000000009
25080,1.0000000000000004
25100,1.0000000000000002
25120,1.0000000000000004
25140,1.0000000000000002
25160,1.0000000000000004
25180,1.0000000000000002
25200,1.0000000000000009
25220,1.0000000000000002
25240,1.0000000000000007
25260,1.0000000000000004
25280,1.0000000000000004
25300,1.0000000000000007
25320,1.0000000000000002
25340,1.0000000000000002
25360,1.0000000000000007
25380,1.0000000000000002
25400,1.0
25420,1.0000000000000004
25440,1.0000000000000007
25460,1.0000000000000007
25480,1.0000000000000004
25500,1.0000000000000007
25520,1.0000000000000002
25540,1.0000000000000002
25560,1.0000000000000002
25580,1.0000000000000004
25600,1.0000000000000004
25620,1.0
25640,1.0000000000000002
25660,1.0000000000000002
25680,1.0000000000000002
25700,1.0000000000000004
25720,1.0000000000000004
25740,1.0000000000000004
25760,1.0000000000000007
25780,1.0000000000000009
25800,1.0000000000000007
25820,1.0000000000000002
25840,1.0000000000000004
25860,1.0000000000000007
25880,1.0000000000000002
25900,1.0000000000000007
25920,1.0000000000000004
25940,1.0000000000000007
25960,1.0000000000000004
25980,1.0
26000,1.0000000000000007
26020,1.0000000000000004
26040,1.0000000000000007
26060,1.0000000000000004
26080,1.0000000000000002
26100,1.0000000000000002
26120,1.0000000000000007
26140,1.0000000000000007
26160,1.0000000000000007
26180,1.0000000000000004
26200,1.0000000000000002
26220,1.0000000000000007
26240,1.0000000000000009
26260,1.0000000000000007
26280,1.0000000000000009
26300,1.0000000000000009
26320,1.0000000000000004
26340,1.0000000000000002
26360,1.0000000000000009
26380,1.0000000000000009
26400,1.0000000000000004
26420,1.0000000000000002
26440,1.0000000000000007
26460,1.0000000000000009
26480,1.0000000000000007
26500,1.0000000000000007
26520,1.0000000000000004
26540,1.0000000000000007
26560,1.0000000000000004
26580,1.0000000000000004
26600,1.0000000000000009
26620,1.0000000000000004
26640,1.0000000000000004
26660,1.0000000000000004
26680,1.0000000000000004
26700,1.0000000000000002
26720,1.0000000000000007
26740,1.0000000000000007
26760,1.0000000000000009
26780,1.0000000000000009
26800,1.0000000000000002
26820,1.0000000000000007
26840,1.0000000000000002
26860,1.0000000000000004
26880,1.0000000000000004
26900,1.0000000000000004
26920,1.0000000000000007
26940,1.0000000000000004
26960,1.0000000000000002
26980,1.0000000000000007
27000,1.0000000000000004
27020,1.0000000000000004
27040,1.0000000000000009
27060,1.0000000000000004
27080,1.0000000000000004
27100,1.0000000000000007
27120,1.0000000000000007
27140,1.0000000000000004
27160,1.0000000000000002
27180,1.0000000000000004
27200,1.0000000000000004
27220,1.0000000000000007
27240,1.0000000000000002
27260,1.0000000000000002
27280,1.0000000000000002
27300,1.0000000000000002
27320,1.0000000000000002
27340,1.0000000000000004
27360,1.0000000000000007
27380,1.0000000000000007
27400,1.0000000000000004
27420,1.0000000000000002
27440,1.0000000000000004
27460,1.0000000000000004
27480,1.0000000000000002
27500,1.0000000000000002
27520,1.0000000000000004
27540,1.0000000000000004
27560,1.0000000000000007
27580,1.0000000000000002
27600,1.0000000000000002
27620,1.0000000000000004
27640,1.0000000000000004
27660,1.0000000000000004
27680,1.0000000000000002
27700,1.0000000000000009
27720,1.0000000000000002
27740,1.0000000000000007
27760,1.0000000000000009
27780,1.0000000000000002
27800,1.0000000000000002
27820,1.0000000000000009
27840,1.0000000000000002
27860,1.0000000000000002
27880,1.0000000000000004
27900,1.0000000000000007
27920,1.0000000000000004
27940,1.0000000000000007
27960,1.0000000000000004
27980,1.0000000000000009
28000,1.0000000000000004
28020,1.0000000000000002
28040,1.0000000000000004
28060,1.0000000000000002
28080,1.0000000000000002
28100,1.0000000000000009
28120,1.0000000000000004
28140,1.0000000000000002
28160,1.0000000000000007
28180,1.0000000000000002
28200,1.0000000000000002
28220,1.0000000000000004
28240,1.0000000000000009
28260,1.0000000000000004
28280,1.0000000000000009
28300,1.0000000000000002
28320,1.0000000000000004
28340,1.0000000000000004
28360,1.0000000000000002
28380,1.0000000000000007
28400,1.0
28420,1.0000000000000007
28440,1.0000000000000002
28460,1.0000000000000009
28480,1.0000000000000004
28500,1.0000000000000004
28520,1.0000000000000009
28540,1.0000000000000007
28560,1.0000000000000009
28580,1.0000000000000002
28600,1.0000000000000007
28620,1.0000000000000009
28640,1.0000000000000004
28660,1.0000000000000004
28680,1.0000000000000002
28700,1.0000000000000002
28720,1.0000000000000002
28740,1.0000000000000004
28760,1.0000000000000002
28780,1.0000000000000007
28800,1.0000000000000002
28820,1.0000000000000002
28840,1.0000000000000002
28860,1.0000000000000004
28880,1.0000000000000004
28900,1.0000000000000004
28920,1.0000000000000009
28940,1.0000000000000002
28960,1.0000000000000002
28980,1.0000000000000009
29000,1.0000000000000007
29020,1.0000000000000004
29040,1.0000000000000002
29060,1.0000000000000002
29080,1.0000000000000002
29100,1.0000000000000004
29120,1.0000000000000002
29140,1.0000000000000007
29160,1.0000000000000002
29180,1.0000000000000002
29200,1.0000000000000009
29220,1.0000000000000002
29240,1.0000000000000004
29260,1.0000000000000004
29280,1.0000000000000004
29300,1.0000000000000004
29320,1.0000000000000009
29340,1.0000000000000007
29360,1.0000000000000004
29380,1.0000000000000004
29400,1.0000000000000002
29420,1.0000000000000004
29440,1.0000000000000009
29460,1.0000000000000004
29480,1.0000000000000007
29500,1.0000000000000004
29520,1.0000000000000007
29540,1.0000000000000004
29560,1.0000000000000007
29580,1.0000000000000002
29600,1.0000000000000004
29620,1.0000000000000004
29640,1.0000000000000004
29660,1.0000000000000009
29680,1.0000000000000002
29700,1.0000000000000007
29720,1.0000000000000004
29740,1.0000000000000004
29760,1.0000000000000004
29780,1.0000000000000004
29800,1.0000000000000004
29820,1.0000000000000002
29840,1.0000000000000007
29860,1.0000000000000007
29880,1.0000000000000007
29900,1.0000000000000002
29920,1.0000000000000004
29940,1.0000000000000009
29960,1.0000000000000009
29980,1.0000000000000007
30000,1.0000000000000007
30020,1.0000000000000002
30040,1.0000000000000007
30060,1.0000000000000002
30080,1.0000000000000007
30100,1.0000000000000004
30120,1.0000000000000004
30140,1.0000000000000002
30160,1.0000000000000004
30180,1.0000000000000002
30200,1.0000000000000004
30220,1.0000000000000007
30240,1.0000000000000004
30260,1.0000000000000007
30280,1.0000000000000002
30300,1.0000000000000004
30320,1.0000000000000007
30340,1.0000000000000009
30360,1.0000000000000004
30380,1.0000000000000004
30400,1.0000000000000004
30420,1.0000000000000002
30440,1.0000000000000004
30460,1.0000000000000009
30480,1.0000000000000004
30500,1.0000000000000002
30520,1.0000000000000002
30540,1.0000000000000004
30560,1.0000000000000002
30580,1.0000000000000007
30600,1.0000000000000004
30620,1.0000000000000009
30640,1.0000000000000009
30660,1.0000000000000007
30680,1.0000000000000002
30700,1.0000000000000004
30720,1.0000000000000002
30740,1.0000000000000004
30760,1.0000000000000004
30780,1.0000000000000002
30800,1.0000000000000002
30820,1.0000000000000002
30840,1.0000000000000004
30860,1.0000000000000004
30880,1.0000000000000009
30900,1.0000000000000002
30920,1.0000000000000002
30940,1.0000000000000007
30960,1.0000000000000002
30980,1.0000000000000002
31000,1.0000000000000004
31020,1.0000000000000004
31040,1.0000000000000009
31060,1.0000000000000004
31080,1.0000000000000004
31100,1.0000000000000007
31120,1.0000000000000007
31140,1.0000000000000007
31160,1.0000000000000002
31180,1.0000000000000002
31200,1.0000000000000007
31220,1.0000000000000004
31240,1.0000000000000007
31260,1.0000000000000004
31280,1.0000000000000007
31300,1.0000000000000007
31320,1.0000000000000004
31340,1.0000000000000009
31360,1.0000000000000007
31380,1.0000000000000004
31400,1.0000000000000007
31420,1.0000000000000004
31440,1.0000000000000007
31460,1.0000000000000007
31480,1.0000000000000009
31500,1.0000000000000007
31520,1.0000000000000009
31540,1.0000000000000007
31560,1.0000000000000002
31580,1.0000000000000007
31600,1.0000000000000004
31620,1.0000000000000004
31640,1.0000000000000002
31660,1.0000000000000002
31680,1.0000000000000009
31700,1.0000000000000004
31720,1.0000000000000002
31740,1.0000000000000004
31760,1.0000000000000002
31780,1.0000000000000007
31800,1.0000000000000004
31820,1.0000000000000002
31840,1.0000000000000002
31860,1.0000000000000002
31880,1.0000000000000004
31900,1.0000000000000002
31920,1.0000000000000004
31940,1.0000000000000007
31960,1.0000000000000007
31980,1.0000000000000007
32000,1.0000000000000009
32020,1.0000000000000002
32040,1.0000000000000004
32060,1.0000000000000002
32080,1.0000000000000002
32100,1.0000000000000009
32120,1.0000000000000004
32140,1.0000000000000007
32160,1.0000000000000009
32180,1.0000000000000004
32200,1.0000000000000004
32220,1.0000000000000007
32240,1.0000000000000004
32260,1.0000000000000002
32280,1.0000000000000004
32300,1.0000000000000004
32320,1.0000000000000007
32340,1.0000000000000009
32360,1.0000000000000004
32380,1.0000000000000002
32400,1.0000000000000002
32420,1.0000000000000009
32440,1.0000000000000007
32460,1.0000000000000004
32480,1.0000000000000002
32500,1.0000000000000009
32520,1.0000000000000002
32540,1.0000000000000007
32560,1.0000000000000007
32580,1.0000000000000004
32600,1.0000000000000004
32620,1.0000000000000002
32640,1.0000000000000004
32660,1.0000000000000004
32680,1.0000000000000002
32700,1.0000000000000004
32720,1.0000000000000002
32740,1.0000000000000004
32760,1.0000000000000002
32780,1.0000000000000002
32800,1.0000000000000004
32820,1.0000000000000007
32840,1.0000000000000004
32860,1.0000000000000004
32880,1.0000000000000007
32900,1.0000000000000009
32920,1.0000000000000004
32940,1.0000000000000002
32960,1.0000000000000002
32980,1.0000000000000007
33000,1.0000000000000004
33020,1.0000000000000002
33040,1.0000000000000007
33060,1.0000000000000009
33080,1.0000000000000004
33100,1.0000000000000002
33120,1.0000000000000004
33140,1.0000000000000009
33160,1.0000000000000007
33180,1.0000000000000002
33200,1.0000000000000004
33220,1.0000000000000004
33240,1.0000000000000004
33260,1.0
33280,1.0000000000000004
33300,1.0000000000000002
33320,1.0000000000000007
33340,1.0000000000000002
33360,1.0000000000000007
33380,1.0000000000000007
33400,1.0000000000000007
33420,1.0000000000000002
33440,1.0000000000000002
33460,1.0000000000000009
33480,1.0000000000000004
33500,1.0000000000000002
33520,1.0000000000000002
33540,1.0000000000000004
33560,1.0000000000000002
33580,1.0000000000000007
33600,1.0000000000000007
33620,1.0000000000000002
33640,1.0000000000000004
33660,1.0000000000000009
33680,1.0000000000000002
33700,1.0000000000000004
33720,1.0000000000000002
33740,1.0000000000000002
33760,1.0000000000000002
33780,1.0000000000000002
33800,1.0000000000000004
33820,1.0000000000000007
33840,1.0000000000000007
33860,1.0000000000000007
33880,1.0000000000000004
33900,1.0000000000000002
33920,1.0000000000000009
33940,1.0000000000000004
33960,1.0000000000000004
33980,1.0000000000000002
34000,1.0000000000000004
34020,1.0000000000000007
34040,1.0000000000000007
34060,1.0000000000000002
34080,1.0000000000000009
34100,1.0000000000000002
34120,1.0000000000000004
34140,1.0000000000000007
34160,1.0000000000000004
34180,1.0000000000000004
34200,1.0000000000000004
34220,1.0000000000000004
34240,1.0000000000000002
34260,1.0000000000000002
34280,1.0000000000000009
34300,1.0000000000000004
34320,1.0000000000000004
34340,1.0000000000000002
34360,1.0000000000000004
34380,1.0000000000000002
34400,1.0000000000000004
34420,1.0000000000000002
34440,1.0000000000000009
34460,1.0000000000000002
34480,1.0000000000000004
34500,1.0000000000000009
34520,1.0000000000000004
34540,1.0000000000000007
34560,1.0000000000000002
34580,1.0000000000000004
34600,1.0000000000000002
34620,1.0000000000000002
34640,1.0000000000000004
34660,1.0000000000000004
34680,1.0000000000000007
34700,1.0000000000000004
34720,1.0000000000000007
34740,1.0000000000000004
34760,1.0000000000000007
34780,1.0000000000000002
34800,1.0000000000000004
34820,1.0000000000000002
34840,1.0000000000000007
34860,1.0000000000000002
34880,1.0000000000000002
34900,1.0000000000000004
34920,1.0000000000000002
34940,1.0000000000000004
34960,1.0000000000000002
34980,1.0000000000000009
35000,1.0000000000000004
35020,1.0000000000000004
35040,1.0000000000000002
35060,1.0000000000000002
35080,1.0000000000000004
35100,1.0000000000000007
35120,1.0000000000000002
35140,1.0000000000000004
35160,1.0000000000000002
35180,1.0000000000000007
35200,1.0000000000000004
35220,1.0000000000000002
35240,1.0000000000000004
35260,1.0000000000000004
35280,1.0000000000000009
35300,1.0000000000000007
35320,1.0000000000000002
35340,1.0000000000000009
35360,1.0000000000000007
35380,1.0000000000000007
35400,1.0000000000000007
35420,1.0000000000000007
35440,1.0000000000000007
35460,1.0000000000000007
35480,1.0000000000000002
35500,1.0000000000000007
35520,1.0000000000000002
35540,1.0000000000000002
35560,1.0000000000000007
35580,1.0000000000000007
35600,1.0000000000000007
35620,1.0000000000000007
35640,1.0000000000000007
35660,1.0000000000000007
35680,1.0000000000000009
35700,1.0000000000000002
35720,1.0000000000000002
35740,1.0000000000000007
35760,1.0000000000000004
35780,1.0000000000000002
35800,1.0000000000000004
35820,1.0000000000000007
35840,1.0000000000000007
35860,1.0000000000000002
35880,1.0000000000000004
35900,1.0000000000000002
35920,1.0000000000000004
35940,1.0000000000000002
35960,1.0000000000000009
35980,1.0000000000000009
36000,1.0000000000000004
36020,1.0000000000000002
36040,1.0000000000000007
36060,1.0000000000000002
36080,1.0000000000000007
36100,1.0000000000000004
36120,1.0000000000000004
36140,1.0000000000000009
36160,1.0000000000000009
36180,1.0000000000000009
36200,1.0000000000000002
36220,1.0000000000000004
36240,1.0000000000000007
36260,1.0000000000000009
36280,1.0000000000000002
36300,1.0000000000000007
36320,1.0000000000000007
36340,1.0000000000000002
36360,1.0000000000000004
36380,1.0000000000000002
36400,1.0000000000000009
36420,1.0000000000000004
36440,1.0000000000000007
36460,1.0000000000000007
36480,1.0000000000000002
36500,1.0000000000000007
36520,1.0000000000000007
36540,1.0000000000000007
36560,1.0000000000000002
36580,1.0000000000000002
36600,1.0000000000000007
36620,1.0000000000000007
36640,1.0000000000000002
36660,1.0000000000000002
36680,1.0000000000000002
36700,1.0000000000000004
36720,1.0000000000000002
36740,1.0000000000000009
36760,1.0000000000000004
36780,1.0000000000000004
36800,1.0000000000000004
36820,1.0000000000000007
36840,1.0000000000000002
36860,1.0000000000000004
36880,1.0000000000000004
36900,1.0000000000000009
36920,1.0000000000000004
36940,1.0000000000000004
36960,1.0000000000000009
36980,1.0000000000000004
37000,1.0000000000000004
37020,1.0000000000000004
37040,1.0000000000000002
37060,1.0000000000000007
37080,1.0000000000000002
37100,1.0000000000000004
37120,1.0000000000000002
37140,1.0000000000000007
37160,1.0000000000000007
37180,1.0000000000000007
37200,1.0000000000000007
37220,1.0000000000000002
37240,1.0000000000000007
37260,1.0000000000000007
37280,1.0000000000000009
37300,1.0000000000000007
37320,1.0000000000000007
37340,1.0000000000000002
37360,1.0
37380,1.0000000000000002
37400,1.0000000000000004
37420,1.0000000000000007
37440,1.0000000000000002
37460,1.0000000000000002
37480,1.0000000000000002
37500,1.0000000000000002
37520,1.000000000000001
37540,1.0000000000000009
37560,1.0000000000000002
37580,1.0000000000000004
37600,1.0000000000000002
37620,1.0000000000000002
37640,1.0000000000000002
37660,1.0000000000000004
37680,1.0000000000000004
37700,1.0000000000000009
37720,1.0000000000000002
37740,1.0000000000000007
37760,1.0000000000000009
37780,1.0000000000000007
37800,1.0000000000000007
37820,1.0000000000000004
37840,1.0000000000000004
37860,1.0000000000000002
37880,1.0000000000000002
37900,1.0000000000000002
37920,1.0000000000000004
37940,1.0000000000000004
37960,1.0000000000000004
37980,1.0000000000000009
38000,1.0000000000000002
38020,1.0000000000000007
38040,1.0000000000000007
38060,1.0000000000000002
38080,1.0000000000000007
38100,1.0000000000000004
38120,1.0000000000000007
38140,1.0000000000000002
38160,1.0000000000000002
38180,1.0000000000000004
38200,1.0000000000000009
38220,1.0000000000000004
38240,1.0000000000000004
38260,1.0000000000000004
38280,1.0000000000000004
38300,1.0000000000000002
38320,1.0000000000000002
38340,1.0000000000000004
38360,1.0000000000000009
38380,1.0000000000000009
38400,1.0000000000000007
38420,1.0000000000000007
38440,1.0000000000000002
38460,1.0000000000000004
38480,1.0000000000000009
38500,1.0000000000000004
38520,1.0000000000000007
38540,1.0000000000000002
38560,1.0000000000000009
38580,1.0000000000000009
38600,1.0000000000000004
38620,1.0000000000000007
38640,1.0000000000000007
38660,1.0000000000000004
38680,1.0000000000000004
38700,1.0000000000000009
38720,1.0000000000000004
38740,1.0000000000000002
38760,1.0000000000000009
38780,1.0000000000000007
38800,1.0000000000000009
38820,1.0000000000000007
38840,1.0000000000000002
38860,1.0000000000000002
38880,1.0000000000000002
38900,1.0000000000000004
38920,1.0000000000000009
38940,1.0000000000000002
38960,1.0000000000000007
38980,1.0000000000000007
39000,1.0000000000000007
39020,1.0000000000000004
39040,1.0000000000000002
39060,1.0000000000000004
39080,1.0000000000000007
39100,1.0000000000000007
39120,1.0000000000000007
39140,1.0000000000000007
39160,1.0000000000000009
39180,1.0000000000000002
39200,1.0000000000000007
39220,1.0000000000000002
39240,1.0000000000000004
39260,1.0000000000000004
39280,1.0000000000000007
39300,1.0000000000000004
39320,1.0000000000000004
39340,1.0
39360,1.0000000000000007
39380,1.0000000000000004
39400,1.0000000000000004
39420,1.0000000000000002
39440,1.0000000000000004
39460,1.0000000000000007
39480,1.0000000000000004
39500,1.0000000000000004
39520,1.0000000000000004
39540,1.0000000000000002
39560,1.0000000000000004
39580,1.0000000000000004
39600,1.0000000000000002
39620,1.0000000000000004
39640,1.0000000000000002
39660,1.0000000000000002
39680,1.0000000000000002
39700,1.0000000000000004
39720,1.0000000000000004
39740,1.0000000000000007
39760,1.0000000000000007
39780,1.0000000000000002
39800,1.0000000000000004
39820,1.0000000000000004
39840,1.0000000000000009
39860,1.0000000000000004
39880,1.0000000000000002
39900,1.0000000000000002
39920,1.0000000000000007
39940,1.0000000000000007
39960,1.0000000000000004
39980,1.0000000000000007
40000,1.0000000000000007
