config_id,R_C_over_R_A,coupling_C,C_offset,projection_mode,projection_description,sigma_AC,sigma_BC,C_cell_count,C_cell_width,resolved_case_count,resolution_valid,clock_error,clock_valid,closure_valid,decomposition_valid,AB_dominant_valid,pair_sign_crossing,max_c_bias_ratio_to_f_AB,max_c_asymmetry_ratio_to_f_AB,f_ABC_common_mode_ratio,fit_valid_native,fit_valid_pair_tau_ABC,fit_valid_c_bias,fit_valid_c_asymmetry,fit_valid_common_mode_direct_control,alpha_native_AB_tau_ABC,alpha_pair_tau_ABC,alpha_pair_tau_AB,alpha_pair_tau_AC,alpha_pair_tau_BC,alpha_c_bias_tau_ABC,alpha_c_asymmetry_tau_ABC,alpha_common_mode_direct_control_tau_ABC,alpha_class_native_AB_tau_ABC,alpha_class_pair_tau_ABC,alpha_class_pair_tau_AB,alpha_class_pair_tau_AC,alpha_class_pair_tau_BC,alpha_class_c_bias_tau_ABC,alpha_class_c_asymmetry_tau_ABC,alpha_class_common_mode_direct_control_tau_ABC,tau_AB_alpha_delta_from_tau_ABC,tau_AC_alpha_delta_from_tau_ABC,tau_BC_alpha_delta_from_tau_ABC,log_rmse_pair_tau_ABC,inverse_term_injected,inverse_square_term_injected
Rc0.5_eps0.02_off0.08_a_assists_b_opposes,0.5,0.02,0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,48,0.1308996938995747,3,False,0.1255,True,True,False,True,False,0.002291831180523294,0.028647889756541162,0.01,True,True,True,True,True,-1.0000000000000009,-1.118169637691145,-1.9663383989518353,-1.118169637691145,-1.118169637691145,-8.645153866595416e-16,-8.645153866595416e-16,-1.0990565247918722,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,0.0060031754624654795,False,False
Rc0.5_eps0.05_off-0.08_c_opposes_ab,0.5,0.05,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.0716197243913529,0.005729577951308232,0.025,True,True,True,True,True,-1.0000000000000004,-1.1710426919407886,-2.0192114532014793,-1.1710426919407884,-1.1710426919407886,-4.322576933297708e-16,-0.0,-1.1197302687699118,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,2.220446049250313e-16,0.0,0.0028956124027205883,False,False
Rc0.5_eps0.05_off-0.08_c_assists_ab,0.5,0.05,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.0716197243913529,0.005729577951308232,0.025,True,True,True,True,True,-1.0000000000000004,-1.0731103806210516,-1.921279141881742,-1.0731103806210511,-1.073110380621052,-4.322576933297708e-16,-0.0,-1.0305251460305254,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606905,4.440892098500626e-16,-4.440892098500626e-16,0.008424229203834807,False,False
Rc0.5_eps0.05_off-0.08_a_opposes_b_assists,0.5,0.05,-0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.005729577951308232,0.0716197243913529,0.025,True,True,True,True,True,-1.0000000000000004,-1.1158376230311589,-1.9640063842918494,-1.115837623031159,-1.1158376230311595,-0.0,-4.322576933297708e-16,-1.0695628646399042,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606905,-2.220446049250313e-16,-6.661338147750939e-16,0.006133635343748453,False,False
Rc0.5_eps0.05_off-0.08_a_assists_b_opposes,0.5,0.05,-0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.005729577951308232,0.0716197243913529,0.025,True,True,True,True,True,-1.0000000000000004,-1.1236528613013719,-1.9718216225620624,-1.1236528613013717,-1.1236528613013717,-0.0,-4.322576933297708e-16,-1.0766836538132423,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606905,2.220446049250313e-16,2.220446049250313e-16,0.005694219394478629,False,False
Rc0.5_eps0.05_off0_c_opposes_ab,0.5,0.05,0.0,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.0716197243913529,0.0,0.025,True,True,True,False,True,-1.0000000000000004,-1.1710426919407886,-2.0192114532014793,-1.1710426919407886,-1.1710426919407886,-4.322576933297708e-16,0.0,-1.1197302687699118,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.8481687612606907,0.0,0.0,0.0028956124027205883,False,False
Rc0.5_eps0.05_off0_c_assists_ab,0.5,0.05,0.0,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.0716197243913529,0.0,0.025,True,True,True,False,True,-1.0000000000000004,-1.0731103806210516,-1.921279141881742,-1.0731103806210516,-1.0731103806210516,-4.322576933297708e-16,0.0,-1.0305251460305254,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.8481687612606905,0.0,0.0,0.008424229203834807,False,False
Rc0.5_eps0.05_off0_a_opposes_b_assists,0.5,0.05,0.0,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.0,0.0716197243913529,0.025,True,True,False,True,True,-1.0000000000000004,-1.1197302687699118,-1.9678990300306012,-1.1197302687699118,-1.1197302687699118,0.0,-4.322576933297708e-16,-1.0731103806210516,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606894,0.0,0.0,0.0059155559328283435,False,False
Rc0.5_eps0.05_off0_a_assists_b_opposes,0.5,0.05,0.0,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.0,0.0716197243913529,0.025,True,True,False,True,True,-1.0000000000000004,-1.1197302687699118,-1.9678990300306012,-1.1197302687699118,-1.1197302687699118,0.0,-4.322576933297708e-16,-1.0731103806210516,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606894,0.0,0.0,0.0059155559328283435,False,False
Rc0.5_eps0.05_off0.08_c_opposes_ab,0.5,0.05,0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.0716197243913529,0.005729577951308232,0.025,True,True,True,True,True,-1.0000000000000004,-1.1710426919407886,-2.0192114532014793,-1.1710426919407886,-1.1710426919407884,-4.322576933297708e-16,-0.0,-1.1197302687699118,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,0.0,2.220446049250313e-16,0.0028956124027205883,False,False
Rc0.5_eps0.05_off0.08_c_assists_ab,0.5,0.05,0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.0716197243913529,0.005729577951308232,0.025,True,True,True,True,True,-1.0000000000000004,-1.0731103806210516,-1.921279141881742,-1.073110380621052,-1.0731103806210511,-4.322576933297708e-16,-0.0,-1.0305251460305254,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606905,-4.440892098500626e-16,4.440892098500626e-16,0.008424229203834807,False,False
Rc0.5_eps0.05_off0.08_a_opposes_b_assists,0.5,0.05,0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.005729577951308232,0.0716197243913529,0.025,True,True,True,True,True,-1.0000000000000004,-1.1236528613013719,-1.9718216225620624,-1.1236528613013717,-1.1236528613013717,-0.0,-4.322576933297708e-16,-1.0766836538132423,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606905,2.220446049250313e-16,2.220446049250313e-16,0.005694219394478629,False,False
Rc0.5_eps0.05_off0.08_a_assists_b_opposes,0.5,0.05,0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,48,0.1308996938995747,3,False,0.12625,True,True,False,True,False,0.005729577951308232,0.0716197243913529,0.025,True,True,True,True,True,-1.0000000000000004,-1.1158376230311589,-1.9640063842918494,-1.1158376230311595,-1.115837623031159,-0.0,-4.322576933297708e-16,-1.0695628646399042,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606905,-6.661338147750939e-16,-2.220446049250313e-16,0.006133635343748453,False,False
Rc0.5_eps0.1_off-0.08_c_opposes_ab,0.5,0.1,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.1432394487827058,0.011459155902616465,0.05,True,True,True,True,True,-1.0000000000000007,-1.2278690130540961,-2.076037774314787,-1.2278690130540957,-1.2278690130540961,-4.322576933297708e-16,-1.7290307733190832e-15,-1.119730268769912,proportional_like_alpha_minus1,other,area_like_alpha_minus2,other,other,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,4.440892098500626e-16,0.0,0.0007602593448130494,False,False
Rc0.5_eps0.1_off-0.08_c_assists_ab,0.5,0.1,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.1432394487827058,0.011459155902616465,0.05,True,True,True,True,True,-1.0000000000000007,-1.0305251460305258,-1.8786939072912157,-1.0305251460305258,-1.0305251460305254,-4.322576933297708e-16,-1.7290307733190832e-15,-0.9554152437807701,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606899,0.0,4.440892098500626e-16,0.010517518284459607,False,False
Rc0.5_eps0.1_off-0.08_a_opposes_b_assists,0.5,0.1,-0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.011459155902616465,0.1432394487827058,0.05,True,True,True,True,True,-1.0000000000000007,-1.1119745546908935,-1.9601433159515838,-1.1119745546908935,-1.1119745546908935,-1.7290307733190832e-15,-4.322576933297708e-16,-1.0240487558362474,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,0.006348512349815792,False,False
Rc0.5_eps0.1_off-0.08_a_assists_b_opposes,0.5,0.1,-0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.011459155902616465,0.1432394487827058,0.05,True,True,True,True,True,-1.0000000000000007,-1.1276057766008603,-1.975774537861551,-1.12760577660086,-1.1276057766008603,-1.7290307733190832e-15,-4.322576933297708e-16,-1.0370909442887366,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,2.220446049250313e-16,0.0,0.00546956985106839,False,False
Rc0.5_eps0.1_off0_c_opposes_ab,0.5,0.1,0.0,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.1432394487827058,0.0,0.05,True,True,True,False,True,-1.0000000000000007,-1.2278690130540961,-2.076037774314787,-1.2278690130540961,-1.2278690130540961,-4.322576933297708e-16,0.0,-1.119730268769912,proportional_like_alpha_minus1,other,area_like_alpha_minus2,other,other,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.8481687612606907,0.0,0.0,0.0007602593448130494,False,False
Rc0.5_eps0.1_off0_c_assists_ab,0.5,0.1,0.0,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.1432394487827058,0.0,0.05,True,True,True,False,True,-1.0000000000000007,-1.0305251460305258,-1.8786939072912157,-1.0305251460305258,-1.0305251460305258,-4.322576933297708e-16,0.0,-0.9554152437807701,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.8481687612606899,0.0,0.0,0.010517518284459607,False,False
Rc0.5_eps0.1_off0_a_opposes_b_assists,0.5,0.1,0.0,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.0,0.1432394487827058,0.05,True,True,False,True,True,-1.0000000000000007,-1.119730268769912,-1.9678990300306012,-1.119730268769912,-1.119730268769912,0.0,-4.322576933297708e-16,-1.0305251460305258,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606892,0.0,0.0,0.005915555932828419,False,False
Rc0.5_eps0.1_off0_a_assists_b_opposes,0.5,0.1,0.0,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.0,0.1432394487827058,0.05,True,True,False,True,True,-1.0000000000000007,-1.119730268769912,-1.9678990300306012,-1.119730268769912,-1.119730268769912,0.0,-4.322576933297708e-16,-1.0305251460305258,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606892,0.0,0.0,0.005915555932828419,False,False
Rc0.5_eps0.1_off0.08_c_opposes_ab,0.5,0.1,0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.1432394487827058,0.011459155902616465,0.05,True,True,True,True,True,-1.0000000000000007,-1.2278690130540961,-2.076037774314787,-1.2278690130540961,-1.2278690130540957,-4.322576933297708e-16,-1.7290307733190832e-15,-1.119730268769912,proportional_like_alpha_minus1,other,area_like_alpha_minus2,other,other,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,0.0,4.440892098500626e-16,0.0007602593448130494,False,False
Rc0.5_eps0.1_off0.08_c_assists_ab,0.5,0.1,0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.1432394487827058,0.011459155902616465,0.05,True,True,True,True,True,-1.0000000000000007,-1.0305251460305258,-1.8786939072912157,-1.0305251460305254,-1.0305251460305258,-4.322576933297708e-16,-1.7290307733190832e-15,-0.9554152437807701,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606899,4.440892098500626e-16,0.0,0.010517518284459607,False,False
Rc0.5_eps0.1_off0.08_a_opposes_b_assists,0.5,0.1,0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.011459155902616465,0.1432394487827058,0.05,True,True,True,True,True,-1.0000000000000007,-1.1276057766008603,-1.975774537861551,-1.1276057766008603,-1.12760577660086,-1.7290307733190832e-15,-4.322576933297708e-16,-1.0370909442887366,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,0.0,2.220446049250313e-16,0.00546956985106839,False,False
Rc0.5_eps0.1_off0.08_a_assists_b_opposes,0.5,0.1,0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,48,0.1308996938995747,3,False,0.1275,True,True,False,True,False,0.011459155902616465,0.1432394487827058,0.05,True,True,True,True,True,-1.0000000000000007,-1.1119745546908935,-1.9601433159515838,-1.1119745546908935,-1.1119745546908935,-1.7290307733190832e-15,-4.322576933297708e-16,-1.0240487558362474,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606903,0.0,0.0,0.006348512349815792,False,False
Rc1_eps0.005_off-0.08_c_opposes_ab,1.0,0.005,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.028647889756541162,0.002291831180523294,0.005,True,True,True,True,True,-0.9999999999999996,-1.0690471520991096,-1.727873705036353,-1.06904715209911,-1.06904715209911,-8.68853226435727e-16,-4.344266132178635e-16,-1.055099408204881,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,-4.440892098500626e-16,-4.440892098500626e-16,0.06331826735307672,False,False
Rc1_eps0.005_off-0.08_c_assists_ab,1.0,0.005,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.028647889756541162,0.002291831180523294,0.005,True,True,True,True,True,-0.9999999999999996,-1.0415958300660597,-1.7004223830033034,-1.0415958300660595,-1.0415958300660604,-8.68853226435727e-16,-4.344266132178635e-16,-1.0285120795951312,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372437,2.220446049250313e-16,-6.661338147750939e-16,0.057291797295406593,False,False
Rc1_eps0.005_off-0.08_a_opposes_b_assists,1.0,0.005,-0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.002291831180523294,0.028647889756541162,0.005,True,True,True,True,True,-0.9999999999999996,-1.0540031121455358,-1.7128296650827792,-1.0540031121455358,-1.0540031121455362,-4.344266132178635e-16,-8.68853226435727e-16,-1.0405339889648184,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,0.0,-4.440892098500626e-16,0.05998458181066692,False,False
Rc1_eps0.005_off-0.08_a_assists_b_opposes,1.0,0.005,-0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.002291831180523294,0.028647889756541162,0.005,True,True,True,True,True,-0.9999999999999996,-1.0561985457852892,-1.7150250987225324,-1.0561985457852892,-1.0561985457852892,-4.344266132178635e-16,-8.68853226435727e-16,-1.042660357045307,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.06046640817303773,False,False
Rc1_eps0.005_off0_c_opposes_ab,1.0,0.005,0.0,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.028647889756541162,0.0,0.005,True,True,True,False,True,-0.9999999999999996,-1.06904715209911,-1.7278737050363533,-1.06904715209911,-1.06904715209911,-8.68853226435727e-16,0.0,-1.0550994082048815,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.06331826735307683,False,False
Rc1_eps0.005_off0_c_assists_ab,1.0,0.005,0.0,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.028647889756541162,0.0,0.005,True,True,True,False,True,-0.9999999999999996,-1.04159583006606,-1.7004223830033034,-1.04159583006606,-1.04159583006606,-8.68853226435727e-16,0.0,-1.0285120795951315,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.057291797295406545,False,False
Rc1_eps0.005_off0_a_opposes_b_assists,1.0,0.005,0.0,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.0,0.028647889756541162,0.005,True,True,False,True,True,-0.9999999999999996,-1.0550994082048815,-1.7139259611421247,-1.0550994082048815,-1.0550994082048815,0.0,-8.68853226435727e-16,-1.04159583006606,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.060224982957366224,False,False
Rc1_eps0.005_off0_a_assists_b_opposes,1.0,0.005,0.0,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.0,0.028647889756541162,0.005,True,True,False,True,True,-0.9999999999999996,-1.0550994082048815,-1.7139259611421247,-1.0550994082048815,-1.0550994082048815,0.0,-8.68853226435727e-16,-1.04159583006606,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.060224982957366224,False,False
Rc1_eps0.005_off0.08_c_opposes_ab,1.0,0.005,0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.028647889756541162,0.002291831180523294,0.005,True,True,True,True,True,-0.9999999999999996,-1.0690471520991096,-1.727873705036353,-1.06904715209911,-1.06904715209911,-8.68853226435727e-16,-4.344266132178635e-16,-1.055099408204881,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,-4.440892098500626e-16,-4.440892098500626e-16,0.06331826735307672,False,False
Rc1_eps0.005_off0.08_c_assists_ab,1.0,0.005,0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.028647889756541162,0.002291831180523294,0.005,True,True,True,True,True,-0.9999999999999996,-1.0415958300660597,-1.7004223830033034,-1.0415958300660604,-1.0415958300660595,-8.68853226435727e-16,-4.344266132178635e-16,-1.0285120795951312,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372437,-6.661338147750939e-16,2.220446049250313e-16,0.057291797295406593,False,False
Rc1_eps0.005_off0.08_a_opposes_b_assists,1.0,0.005,0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.002291831180523294,0.028647889756541162,0.005,True,True,True,True,True,-0.9999999999999996,-1.0561985457852892,-1.7150250987225324,-1.0561985457852892,-1.0561985457852892,-4.344266132178635e-16,-8.68853226435727e-16,-1.042660357045307,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.06046640817303773,False,False
Rc1_eps0.005_off0.08_a_assists_b_opposes,1.0,0.005,0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.06275,True,True,True,True,False,0.002291831180523294,0.028647889756541162,0.005,True,True,True,True,True,-0.9999999999999996,-1.0540031121455358,-1.7128296650827792,-1.0540031121455362,-1.0540031121455358,-4.344266132178635e-16,-8.68853226435727e-16,-1.0405339889648184,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,-4.440892098500626e-16,0.0,0.05998458181066692,False,False
Rc1_eps0.01_off-0.08_c_opposes_ab,1.0,0.01,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.057295779513082325,0.004583662361046588,0.01,True,True,True,True,True,-0.9999999999999993,-1.0834655553174917,-1.742292108254735,-1.0834655553174912,-1.0834655553174917,1.3032798396535902e-15,1.737706452871454e-15,-1.0550994082048812,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,4.440892098500626e-16,0.0,0.06658319969493882,False,False
