N,trial,complex_embed_err_rel,complex_rank,real_B_min_eig_rel,real_B_n_negative,sum_abs_z2
7,97,8.34e-16,6,-5.577e-01,2,54.3492
7,98,1.40e-15,6,-6.497e-01,2,34.6586
7,99,1.31e-15,6,-2.980e-01,1,48.5462
8,0,8.87e-16,7,-5.825e-01,3,49.1921
8,1,7.67e-16,7,-4.647e-01,2,52.6351
8,2,1.46e-15,7,-5.400e-01,3,59.8070
8,3,9.31e-16,7,-4.419e-01,2,65.4852
8,4,9.06e-16,7,-4.474e-01,3,45.6505
8,5,1.06e-15,7,-4.657e-01,2,60.3889
8,6,1.18e-15,7,-6.297e-01,3,61.6488
8,7,1.12e-15,7,-5.990e-01,3,55.8405
8,8,5.07e-16,7,-5.690e-01,3,54.7139
8,9,1.25e-15,7,-3.991e-01,2,59.0297
8,10,8.85e-16,7,-3.714e-01,3,57.9861
8,11,1.23e-15,7,-2.415e-01,2,57.3531
8,12,1.36e-15,7,-5.689e-01,3,46.2691
8,13,9.13e-16,7,-5.614e-01,2,52.1374
8,14,5.91e-16,7,-4.838e-01,3,50.3223
8,15,1.30e-15,7,-3.991e-01,3,62.5948
8,16,1.35e-15,7,-5.089e-01,2,52.4953
8,17,8.25e-16,7,-6.931e-01,3,48.2001
8,18,2.05e-15,7,-4.787e-01,3,42.3643
8,19,9.99e-16,7,-6.908e-01,3,59.3429
8,20,6.83e-16,7,-3.552e-01,2,75.4062
8,21,9.89e-16,7,-3.974e-01,3,42.1734
8,22,1.08e-15,7,-5.607e-01,3,50.6907
8,23,1.48e-15,7,-4.928e-01,3,75.7286
8,24,9.05e-16,7,-4.703e-01,2,50.6773
8,25,1.59e-15,7,-5.389e-01,2,72.5286
8,26,1.41e-15,7,-7.258e-01,3,53.8730
8,27,1.07e-15,7,-4.779e-01,2,53.4286
8,28,1.13e-15,7,-2.896e-01,3,46.4522
8,29,9.11e-16,7,-5.049e-01,2,56.3536
8,30,1.00e-15,7,-4.542e-01,3,64.0177
8,31,7.50e-16,7,-4.887e-01,3,65.7146
8,32,1.02e-15,7,-3.707e-01,2,57.2063
8,33,8.93e-16,7,-4.102e-01,2,51.0439
8,34,1.27e-15,7,-4.013e-01,2,58.6477
8,35,7.73e-16,7,-4.125e-01,3,49.0677
8,36,1.19e-15,7,-4.908e-01,3,52.4035
8,37,9.00e-16,7,-3.689e-01,2,48.5455
8,38,1.24e-15,7,-6.630e-01,3,51.3110
8,39,9.13e-16,7,-8.868e-01,2,47.5676
8,40,1.19e-15,7,-5.597e-01,2,63.8322
8,41,1.42e-15,7,-5.456e-01,3,48.1002
8,42,1.00e-15,7,-4.819e-01,3,76.5829
8,43,8.31e-16,7,-6.920e-01,3,56.6910
8,44,8.28e-16,7,-4.310e-01,3,42.8316
8,45,9.22e-16,7,-7.474e-01,3,49.1650
8,46,9.31e-16,7,-5.681e-01,3,55.0972
8,47,1.13e-15,7,-6.222e-01,3,38.9287
8,48,9.15e-16,7,-7.289e-01,2,52.8976
8,49,9.66e-16,7,-5.578e-01,3,56.6249
8,50,1.57e-15,7,-4.623e-01,2,38.0614
8,51,1.39e-15,7,-6.237e-01,2,68.2597
8,52,1.47e-15,7,-5.251e-01,2,51.6427
8,53,5.23e-16,7,-6.802e-01,2,54.3622
8,54,1.60e-15,7,-3.901e-01,3,50.5157
8,55,1.55e-15,7,-3.160e-01,2,42.4468
8,56,1.35e-15,7,-2.672e-01,2,57.9624
8,57,9.63e-16,7,-5.475e-01,2,56.9789
8,58,1.21e-15,7,-4.738e-01,3,64.6445
8,59,1.12e-15,7,-3.745e-01,2,72.6919
8,60,8.19e-16,7,-4.842e-01,2,59.0863
8,61,1.25e-15,7,-4.976e-01,2,61.0895
8,62,1.16e-15,7,-5.367e-01,3,53.8513
8,63,1.60e-15,7,-3.759e-01,2,61.2223
8,64,1.39e-15,7,-5.629e-01,2,46.0344
8,65,7.95e-16,7,-5.681e-01,2,58.7024
8,66,9.45e-16,7,-4.557e-01,3,41.8737
8,67,1.04e-15,7,-6.281e-01,2,48.5514
8,68,1.42e-15,7,-4.515e-01,3,64.2437
8,69,1.44e-15,7,-7.242e-01,3,49.0044
8,70,9.84e-16,7,-5.464e-01,2,51.6762
8,71,9.92e-16,7,-5.877e-01,2,59.4519
8,72,6.97e-16,7,-6.116e-01,2,54.0411
8,73,1.00e-15,7,-2.990e-01,3,56.2568
8,74,8.04e-16,7,-4.075e-01,3,65.4362
8,75,1.62e-15,7,-5.069e-01,3,50.8131
8,76,6.33e-16,7,-3.282e-01,3,50.6690
8,77,1.17e-15,7,-4.721e-01,2,94.8445
8,78,7.65e-16,7,-8.173e-01,3,58.3274
8,79,1.18e-15,7,-6.675e-01,3,59.6282
8,80,9.82e-16,7,-4.753e-01,3,52.9776
8,81,1.54e-15,7,-5.330e-01,2,60.6647
8,82,8.88e-16,7,-4.061e-01,3,54.3705
8,83,1.82e-15,7,-4.392e-01,2,59.3819
8,84,1.10e-15,7,-4.021e-01,3,52.9621
8,85,2.73e-15,7,-3.400e-01,2,63.7233
8,86,6.83e-16,7,-7.193e-01,3,50.7757
8,87,5.74e-16,7,-6.296e-01,3,45.3123
8,88,1.31e-15,7,-5.747e-01,2,71.5973
8,89,1.23e-15,7,-5.292e-01,2,44.4466
8,90,9.05e-16,7,-4.244e-01,2,61.6606
8,91,1.01e-15,7,-7.466e-01,3,61.8646
8,92,1.25e-15,7,-6.085e-01,2,63.6699
8,93,1.05e-15,7,-7.787e-01,2,67.7826
8,94,1.25e-15,7,-4.856e-01,3,59.4214
8,95,1.43e-15,7,-4.412e-01,3,40.9383
8,96,1.10e-15,7,-4.999e-01,3,58.9144
8,97,1.09e-15,7,-4.901e-01,2,62.7080
8,98,1.21e-15,7,-6.247e-01,2,47.8649
8,99,8.74e-16,7,-4.477e-01,3,60.0009
9,0,7.57e-16,8,-6.469e-01,3,53.8415
9,1,1.33e-15,8,-2.317e-01,3,52.8821
9,2,8.66e-16,8,-3.808e-01,3,50.4708
9,3,1.31e-15,8,-5.147e-01,2,71.4042
9,4,1.17e-15,8,-3.862e-01,4,98.3709
9,5,1.66e-15,8,-4.730e-01,3,73.7127
9,6,7.62e-16,8,-6.884e-01,3,62.9956
9,7,1.07e-15,8,-4.808e-01,3,74.4495
9,8,9.32e-16,8,-6.531e-01,4,65.9288
9,9,1.03e-15,8,-5.348e-01,4,94.7794
9,10,8.42e-16,8,-5.959e-01,3,64.7705
9,11,1.31e-15,8,-6.246e-01,3,70.2631
9,12,1.36e-15,8,-5.904e-01,4,64.4655
9,13,1.34e-15,8,-6.845e-01,3,54.2508
9,14,8.77e-16,8,-6.002e-01,3,56.6584
9,15,1.13e-15,8,-5.356e-01,3,79.3221
9,16,1.86e-15,8,-3.637e-01,3,76.6744
9,17,1.30e-15,8,-5.865e-01,3,52.3285
9,18,7.83e-16,8,-5.077e-01,3,78.2130
9,19,1.26e-15,8,-5.965e-01,3,94.3150
9,20,1.51e-15,8,-5.686e-01,3,87.5296
9,21,1.22e-15,8,-6.298e-01,3,62.7855
9,22,7.35e-16,8,-5.077e-01,3,91.8639
9,23,1.57e-15,8,-4.622e-01,3,72.8605
9,24,1.16e-15,8,-4.505e-01,3,61.8936
9,25,1.00e-15,8,-5.231e-01,3,91.2547
9,26,9.17e-16,8,-4.083e-01,2,66.9767
9,27,1.38e-15,8,-8.123e-01,3,85.1444
9,28,8.78e-16,8,-6.721e-01,3,99.2218
9,29,8.19e-16,8,-6.940e-01,3,61.9711
9,30,5.32e-16,8,-5.193e-01,3,56.5741
9,31,1.34e-15,8,-5.676e-01,2,84.3722
9,32,1.27e-15,8,-4.687e-01,4,72.7995
9,33,8.75e-16,8,-7.068e-01,3,79.6618
9,34,1.26e-15,8,-4.807e-01,3,88.5235
9,35,8.30e-16,8,-4.059e-01,3,77.2769
9,36,1.43e-15,8,-8.499e-01,3,120.6960
9,37,1.61e-15,8,-3.424e-01,2,56.1696
9,38,9.74e-16,8,-6.379e-01,4,78.4718
9,39,1.28e-15,8,-6.757e-01,3,77.3640
9,40,5.78e-16,8,-1.000e+00,3,63.8438
9,41,1.10e-15,8,-5.437e-01,3,74.7087
9,42,1.15e-15,8,-8.059e-01,3,83.8427
9,43,1.43e-15,8,-3.450e-01,2,71.9168
9,44,9.84e-16,8,-5.034e-01,3,58.2754
9,45,1.03e-15,8,-5.198e-01,2,80.5748
9,46,9.73e-16,8,-5.563e-01,3,58.5116
9,47,1.36e-15,8,-6.335e-01,3,67.5300
9,48,1.35e-15,8,-5.228e-01,3,67.7531
9,49,8.20e-16,8,-5.749e-01,3,88.8511
9,50,8.52e-16,8,-4.628e-01,3,47.2719
9,51,1.36e-15,8,-4.168e-01,4,54.5934
9,52,9.14e-16,8,-4.977e-01,3,56.9382
9,53,1.71e-15,8,-5.518e-01,4,52.1386
9,54,1.36e-15,8,-5.926e-01,3,63.5506
9,55,9.66e-16,8,-5.740e-01,3,69.6854
9,56,1.74e-15,8,-4.514e-01,3,60.9864
9,57,1.86e-15,8,-7.337e-01,3,101.5237
9,58,7.92e-16,8,-6.043e-01,3,68.4469
9,59,1.97e-15,8,-6.156e-01,3,71.1099
9,60,9.23e-16,8,-4.386e-01,3,65.2118
9,61,1.30e-15,8,-4.771e-01,3,76.7223
9,62,1.25e-15,8,-4.483e-01,3,47.1580
9,63,1.30e-15,8,-4.634e-01,3,59.2901
9,64,1.54e-15,8,-5.418e-01,3,50.6087
9,65,1.94e-15,8,-4.997e-01,4,57.6704
9,66,1.14e-15,8,-6.042e-01,4,72.6975
9,67,6.21e-16,8,-6.928e-01,3,58.5434
9,68,9.03e-16,8,-4.576e-01,4,91.2514
9,69,1.27e-15,8,-4.593e-01,3,80.2969
9,70,1.07e-15,8,-4.498e-01,3,76.7677
9,71,1.01e-15,8,-6.563e-01,3,91.6037
9,72,1.12e-15,8,-4.820e-01,4,108.5888
9,73,2.18e-15,8,-2.383e-01,3,70.2808
9,74,7.08e-16,8,-5.492e-01,3,47.8713
9,75,1.18e-15,8,-5.642e-01,4,63.1541
9,76,1.21e-15,8,-3.725e-01,4,71.1775
9,77,1.22e-15,8,-6.369e-01,2,66.0612
9,78,1.06e-15,8,-3.798e-01,3,51.3901
9,79,1.38e-15,8,-4.069e-01,3,71.9277
9,80,1.16e-15,8,-3.455e-01,4,84.1365
9,81,1.06e-15,8,-5.435e-01,4,76.8566
9,82,9.07e-16,8,-5.356e-01,3,84.3556
9,83,1.51e-15,8,-3.143e-01,3,61.8069
9,84,1.30e-15,8,-5.442e-01,3,72.5299
9,85,1.26e-15,8,-6.183e-01,3,72.9097
9,86,1.02e-15,8,-7.785e-01,3,79.4934
9,87,9.16e-16,8,-3.445e-01,3,58.7060
9,88,1.53e-15,8,-6.930e-01,3,79.4462
9,89,9.51e-16,8,-4.662e-01,3,67.7090
9,90,8.99e-16,8,-6.897e-01,3,103.1984
9,91,1.29e-15,8,-3.655e-01,3,50.5766
9,92,5.03e-16,8,-4.709e-01,3,77.8777
9,93,9.83e-16,8,-3.839e-01,3,62.3846
9,94,8.57e-16,8,-3.996e-01,2,56.5512
9,95,1.81e-15,8,-5.857e-01,3,65.7303
9,96,1.08e-15,8,-5.440e-01,3,51.7576
9,97,1.40e-15,8,-5.975e-01,4,65.7923
9,98,8.86e-16,8,-6.225e-01,3,95.1186
9,99,1.32e-15,8,-5.549e-01,3,92.1329
10,0,1.27e-15,9,-6.438e-01,3,75.6865
10,1,1.05e-15,9,-3.361e-01,4,86.1076
10,2,1.11e-15,9,-5.900e-01,3,104.3589
10,3,1.07e-15,9,-8.423e-01,3,95.4520
10,4,1.01e-15,9,-6.584e-01,3,87.8852
10,5,1.99e-15,9,-6.743e-01,3,67.0505
10,6,1.03e-15,9,-6.217e-01,4,87.2350
10,7,9.22e-16,9,-6.632e-01,3,80.1130
10,8,1.38e-15,9,-5.147e-01,4,80.4018
10,9,1.34e-15,9,-3.728e-01,3,98.4682
10,10,1.59e-15,9,-5.146e-01,5,83.9457
10,11,2.34e-15,9,-1.000e+00,3,97.5396
10,12,1.13e-15,9,-7.854e-01,3,78.7820
10,13,1.32e-15,9,-6.601e-01,3,88.7064
10,14,1.10e-15,9,-6.290e-01,3,98.1367
10,15,9.83e-16,9,-7.113e-01,3,89.3713
10,16,1.34e-15,9,-5.654e-01,3,99.9156
10,17,9.30e-16,9,-8.243e-01,4,132.1873
10,18,1.12e-15,9,-5.823e-01,3,98.2455
10,19,1.21e-15,9,-4.892e-01,3,121.7920
10,20,2.16e-15,9,-5.107e-01,4,100.6401
10,21,1.10e-15,9,-6.856e-01,3,85.6558
10,22,9.70e-16,9,-4.456e-01,4,124.1203
10,23,1.19e-15,9,-5.825e-01,3,66.0940
10,24,1.46e-15,9,-3.140e-01,3,86.9415
10,25,8.96e-16,9,-6.880e-01,3,90.5542
10,26,1.02e-15,9,-7.289e-01,3,91.0857
10,27,1.77e-15,9,-6.158e-01,4,127.2563
10,28,1.64e-15,9,-6.069e-01,3,99.5922
10,29,1.51e-15,9,-7.388e-01,3,113.5847
10,30,9.38e-16,9,-7.688e-01,3,96.0392
10,31,1.11e-15,9,-5.077e-01,4,75.2398
10,32,1.43e-15,9,-6.133e-01,4,86.2768
10,33,1.78e-15,9,-7.057e-01,3,91.8948
10,34,1.42e-15,9,-5.637e-01,4,87.4995
10,35,1.02e-15,9,-5.393e-01,3,90.0203
10,36,1.16e-15,9,-4.962e-01,3,81.4795
10,37,8.99e-16,9,-5.703e-01,3,82.3952
10,38,1.29e-15,9,-5.609e-01,3,84.0458
10,39,1.24e-15,9,-4.581e-01,3,96.3073
10,40,2.43e-15,9,-4.896e-01,3,93.1479
10,41,1.26e-15,9,-3.880e-01,3,82.3620
10,42,2.68e-15,9,-4.971e-01,3,74.5397
10,43,1.32e-15,9,-6.686e-01,4,94.1499
10,44,1.19e-15,9,-4.186e-01,4,89.3030
10,45,1.53e-15,9,-5.701e-01,3,96.4615
10,46,9.48e-16,9,-5.704e-01,4,105.3766
10,47,6.74e-16,9,-4.862e-01,3,90.2936
10,48,1.39e-15,9,-5.253e-01,4,79.2100
10,49,5.97e-16,9,-5.774e-01,3,81.5084
10,50,1.01e-15,9,-6.444e-01,3,78.0608
10,51,9.48e-16,9,-6.392e-01,3,85.3849
10,52,8.17e-16,9,-7.061e-01,3,105.7495
10,53,1.73e-15,9,-6.714e-01,4,90.8855
10,54,1.08e-15,9,-5.134e-01,4,72.7739
10,55,9.86e-16,9,-8.037e-01,4,90.6479
10,56,1.66e-15,9,-5.850e-01,3,66.1880
10,57,8.15e-16,9,-8.188e-01,5,78.1582
10,58,1.91e-15,9,-6.856e-01,3,90.0209
10,59,1.15e-15,9,-5.644e-01,4,81.5618
10,60,1.28e-15,9,-5.425e-01,4,94.2715
10,61,1.31e-15,9,-5.371e-01,3,84.1624
10,62,7.31e-16,9,-6.152e-01,4,71.5179
10,63,1.35e-15,9,-5.352e-01,4,64.1731
10,64,1.55e-15,9,-5.301e-01,2,81.1449
10,65,1.04e-15,9,-5.246e-01,4,92.1995
10,66,1.35e-15,9,-8.398e-01,2,95.0141
10,67,1.51e-15,9,-5.596e-01,4,84.2319
10,68,8.97e-16,9,-4.098e-01,3,82.3806
10,69,1.06e-15,9,-5.432e-01,3,104.2688
10,70,1.68e-15,9,-4.793e-01,4,91.2085
10,71,8.37e-16,9,-4.327e-01,3,86.4184
10,72,8.22e-16,9,-6.050e-01,3,95.8543
10,73,1.02e-15,9,-5.380e-01,3,88.8551
10,74,1.71e-15,9,-3.383e-01,4,86.2043
10,75,1.29e-15,9,-6.438e-01,3,93.9254
10,76,1.49e-15,9,-9.193e-01,3,96.9091
10,77,1.41e-15,9,-5.700e-01,3,77.1963
10,78,1.49e-15,9,-7.255e-01,3,107.7505
10,79,1.13e-15,9,-5.831e-01,3,100.5430
10,80,8.48e-16,9,-5.351e-01,4,83.2532
10,81,9.28e-16,9,-8.560e-01,4,69.1904
10,82,1.61e-15,9,-7.387e-01,3,76.6917
10,83,1.57e-15,9,-6.364e-01,3,84.5097
10,84,1.08e-15,9,-3.728e-01,3,89.9691
10,85,9.28e-16,9,-5.108e-01,4,83.2241
10,86,1.49e-15,9,-5.561e-01,4,88.2488
10,87,1.01e-15,9,-8.355e-01,3,107.9706
10,88,9.57e-16,9,-7.084e-01,4,117.2911
10,89,8.41e-16,9,-4.878e-01,4,84.5237
10,90,1.12e-15,9,-6.739e-01,3,74.7015
10,91,9.50e-16,9,-6.406e-01,4,80.1357
10,92,1.21e-15,9,-5.835e-01,3,66.1336
10,93,9.46e-16,9,-6.301e-01,3,83.5614
10,94,9.13e-16,9,-6.210e-01,3,87.3971
10,95,8.57e-16,9,-6.959e-01,3,83.4308
10,96,8.71e-16,9,-7.241e-01,3,87.7137
10,97,9.56e-16,9,-6.239e-01,3,83.8537
10,98,9.66e-16,9,-7.799e-01,3,83.4937
10,99,6.31e-16,9,-6.877e-01,4,127.0785
11,0,1.70e-15,10,-6.609e-01,4,98.3533
11,1,1.72e-15,10,-7.040e-01,4,90.3693
11,2,6.15e-16,10,-4.940e-01,4,104.9610
11,3,1.77e-15,10,-7.294e-01,4,91.4351
11,4,1.23e-15,10,-5.644e-01,3,87.9132
11,5,9.07e-16,10,-7.361e-01,4,142.4438
11,6,1.72e-15,10,-6.163e-01,4,102.6364
11,7,1.43e-15,10,-8.062e-01,4,130.3855
11,8,1.24e-15,10,-6.323e-01,4,99.8982
11,9,1.92e-15,10,-6.705e-01,4,93.1640
11,10,1.50e-15,10,-5.424e-01,4,112.9208
11,11,1.18e-15,10,-7.216e-01,4,113.6599
11,12,1.97e-15,10,-5.765e-01,4,104.6104
11,13,8.89e-16,10,-5.950e-01,3,114.1080
11,14,9.66e-16,10,-6.167e-01,3,86.0753
11,15,1.29e-15,10,-5.792e-01,4,80.4303
11,16,1.16e-15,10,-6.343e-01,4,106.4505
11,17,1.49e-15,10,-5.572e-01,4,117.3165
11,18,1.35e-15,10,-8.132e-01,4,91.5059
11,19,6.23e-16,10,-7.003e-01,4,104.5524
11,20,1.20e-15,10,-4.438e-01,4,120.2940
11,21,1.16e-15,10,-6.682e-01,4,118.6633
11,22,9.50e-16,10,-5.838e-01,4,102.4687
11,23,1.17e-15,10,-7.368e-01,4,104.6121
11,24,1.88e-15,10,-6.698e-01,4,125.3588
11,25,9.59e-16,10,-6.149e-01,4,119.7336
11,26,1.40e-15,10,-5.217e-01,4,122.9372
11,27,1.33e-15,10,-5.186e-01,4,133.8650
11,28,1.45e-15,10,-5.595e-01,4,93.1889
11,29,1.07e-15,10,-6.189e-01,3,125.6202
11,30,7.64e-16,10,-7.283e-01,4,88.1483
11,31,1.26e-15,10,-5.053e-01,4,111.8364
11,32,7.35e-16,10,-6.056e-01,4,104.2133
11,33,9.79e-16,10,-7.106e-01,4,79.6383
11,34,2.23e-15,10,-5.401e-01,4,71.5506
11,35,1.14e-15,10,-4.973e-01,4,107.1515
11,36,8.05e-16,10,-7.332e-01,4,117.8737
11,37,1.21e-15,10,-5.939e-01,5,119.6400
11,38,1.35e-15,10,-7.428e-01,3,108.3787
11,39,1.29e-15,10,-7.442e-01,4,92.1242
11,40,1.05e-15,10,-4.778e-01,4,94.6185
11,41,7.64e-16,10,-7.270e-01,4,108.9334
11,42,1.49e-15,10,-7.016e-01,3,93.1684
11,43,8.87e-16,10,-6.493e-01,4,101.7117
11,44,1.10e-15,10,-7.085e-01,4,97.3634
11,45,1.29e-15,10,-5.387e-01,5,100.6481
11,46,1.72e-15,10,-6.349e-01,4,116.1295
11,47,2.09e-15,10,-4.435e-01,4,93.6926
11,48,9.52e-16,10,-7.509e-01,3,121.4101
11,49,1.20e-15,10,-7.954e-01,3,102.8576
11,50,1.25e-15,10,-7.878e-01,4,103.4748
11,51,1.47e-15,10,-5.247e-01,4,100.3746
11,52,8.83e-16,10,-8.375e-01,4,89.3962
11,53,2.67e-15,10,-5.850e-01,4,124.2082
11,54,9.25e-16,10,-5.302e-01,4,105.8524
11,55,9.22e-16,10,-5.812e-01,4,113.4170
11,56,1.86e-15,10,-6.634e-01,4,104.5587
11,57,1.28e-15,10,-6.328e-01,4,131.8471
11,58,1.83e-15,10,-5.088e-01,4,107.5525
11,59,1.16e-15,10,-8.052e-01,4,100.9607
11,60,8.01e-16,10,-6.437e-01,4,111.4265
11,61,8.39e-16,10,-4.279e-01,5,115.3144
11,62,9.20e-16,10,-8.818e-01,4,100.9925
11,63,1.20e-15,10,-4.571e-01,4,126.0256
11,64,2.23e-15,10,-6.533e-01,3,131.3811
11,65,1.52e-15,10,-7.816e-01,4,130.5788
11,66,1.25e-15,10,-6.686e-01,4,129.1190
11,67,1.27e-15,10,-5.695e-01,4,106.5995
11,68,7.14e-16,10,-6.074e-01,4,107.6574
11,69,1.14e-15,10,-6.467e-01,4,118.3456
11,70,1.28e-15,10,-5.802e-01,3,118.0195
11,71,9.78e-16,10,-6.454e-01,4,74.7514
11,72,1.33e-15,10,-6.504e-01,3,109.1702
11,73,1.01e-15,10,-6.511e-01,4,94.1528
11,74,1.60e-15,10,-5.819e-01,4,104.4045
11,75,1.33e-15,10,-6.811e-01,4,123.6743
11,76,9.53e-16,10,-7.279e-01,4,128.0197
11,77,1.13e-15,10,-5.735e-01,5,116.6580
11,78,1.21e-15,10,-6.627e-01,4,114.4188
11,79,1.28e-15,10,-8.744e-01,3,103.0060
11,80,1.50e-15,10,-5.529e-01,4,104.8269
11,81,1.80e-15,10,-8.227e-01,4,91.9761
11,82,1.21e-15,10,-6.055e-01,4,99.0700
11,83,1.15e-15,10,-6.379e-01,4,78.7975
11,84,1.94e-15,10,-9.430e-01,3,95.3599
11,85,1.71e-15,10,-6.172e-01,4,116.7372
11,86,1.23e-15,10,-6.490e-01,4,96.7359
11,87,1.55e-15,10,-8.677e-01,4,117.4322
11,88,1.20e-15,10,-7.179e-01,4,114.3284
11,89,1.05e-15,10,-6.835e-01,4,93.5608
11,90,1.22e-15,10,-6.460e-01,4,92.2117
11,91,1.45e-15,10,-5.180e-01,4,95.0106
11,92,1.18e-15,10,-5.196e-01,4,119.0423
11,93,1.52e-15,10,-5.485e-01,4,112.0586
11,94,9.34e-16,10,-8.477e-01,3,91.1579
11,95,1.08e-15,10,-6.936e-01,3,121.2922
11,96,1.14e-15,10,-6.724e-01,4,100.9362
11,97,1.50e-15,10,-8.140e-01,3,107.4136
11,98,9.73e-16,10,-7.465e-01,4,109.2645
11,99,1.18e-15,10,-9.071e-01,4,83.6071
12,0,9.98e-16,11,-3.732e-01,4,128.6872
12,1,1.46e-15,11,-5.771e-01,5,139.7751
12,2,1.69e-15,11,-4.488e-01,4,118.5380
12,3,1.38e-15,11,-6.896e-01,5,139.3344
12,4,1.23e-15,11,-7.382e-01,4,139.5075
12,5,1.33e-15,11,-7.576e-01,4,166.0477
12,6,1.05e-15,11,-6.248e-01,4,123.5357
12,7,1.13e-15,11,-7.017e-01,4,138.8611
12,8,1.29e-15,11,-6.944e-01,5,140.6866
12,9,1.21e-15,11,-6.604e-01,5,136.5696
12,10,1.47e-15,11,-7.457e-01,5,118.0355
12,11,1.51e-15,11,-7.263e-01,4,128.8588
12,12,1.35e-15,11,-6.912e-01,5,148.9642
12,13,6.62e-16,11,-5.633e-01,4,150.5787
12,14,1.27e-15,11,-7.341e-01,5,120.5159
12,15,1.25e-15,11,-6.935e-01,5,122.1050
12,16,2.25e-15,11,-5.976e-01,4,109.2735
12,17,1.41e-15,11,-6.270e-01,4,128.0356
12,18,1.63e-15,11,-6.180e-01,5,151.2375
12,19,1.61e-15,11,-5.722e-01,4,127.6694
12,20,1.17e-15,11,-5.046e-01,5,191.5534
12,21,1.25e-15,11,-7.026e-01,5,139.9739
12,22,1.95e-15,11,-8.353e-01,5,142.2680
12,23,1.59e-15,11,-5.213e-01,4,154.1158
12,24,1.30e-15,11,-5.584e-01,4,137.4983
12,25,1.97e-15,11,-6.819e-01,4,128.0002
12,26,1.31e-15,11,-6.255e-01,3,131.8054
12,27,1.40e-15,11,-6.492e-01,4,96.4450
12,28,1.17e-15,11,-5.742e-01,4,125.9342
12,29,1.24e-15,11,-3.923e-01,4,146.0982
12,30,1.17e-15,11,-6.900e-01,3,161.6930
12,31,1.45e-15,11,-5.804e-01,5,150.7747
12,32,1.32e-15,11,-7.830e-01,4,150.3562
12,33,1.04e-15,11,-5.755e-01,5,146.4690
12,34,1.82e-15,11,-6.397e-01,4,145.2571
12,35,1.19e-15,11,-6.386e-01,4,130.0218
12,36,1.86e-15,11,-5.516e-01,4,124.6872
12,37,8.89e-16,11,-4.320e-01,4,139.2942
12,38,1.47e-15,11,-5.495e-01,4,127.1152
12,39,8.81e-16,11,-6.894e-01,5,101.7835
12,40,1.07e-15,11,-7.038e-01,4,167.6807
12,41,1.74e-15,11,-5.495e-01,5,106.1690
12,42,1.55e-15,11,-5.253e-01,4,127.2949
12,43,1.14e-15,11,-7.082e-01,4,107.1098
12,44,1.19e-15,11,-6.175e-01,5,127.1906
12,45,9.74e-16,11,-7.693e-01,4,170.8672
12,46,8.28e-16,11,-4.502e-01,5,136.5738
12,47,1.04e-15,11,-7.456e-01,4,133.0181
12,48,1.19e-15,11,-6.706e-01,4,144.5155
12,49,1.34e-15,11,-6.641e-01,5,124.0686
12,50,1.10e-15,11,-8.993e-01,4,134.6011
12,51,1.16e-15,11,-5.775e-01,4,139.2776
12,52,1.62e-15,11,-7.744e-01,4,127.2631
12,53,1.73e-15,11,-7.220e-01,4,131.2134
12,54,1.79e-15,11,-6.145e-01,4,144.4318
12,55,1.50e-15,11,-8.331e-01,4,123.9655
12,56,8.99e-16,11,-6.587e-01,5,143.2193
12,57,7.77e-16,11,-7.278e-01,5,134.2543
12,58,9.70e-16,11,-8.278e-01,4,135.7952
12,59,1.11e-15,11,-6.704e-01,4,155.4500
12,60,1.73e-15,11,-7.192e-01,4,109.7963
12,61,2.07e-15,11,-6.956e-01,5,131.2505
12,62,1.12e-15,11,-7.496e-01,4,150.7334
12,63,1.26e-15,11,-5.918e-01,4,104.4387
12,64,1.06e-15,11,-6.919e-01,5,123.1667
12,65,1.38e-15,11,-6.199e-01,4,127.3208
12,66,1.61e-15,11,-5.836e-01,5,142.7641
12,67,1.71e-15,11,-6.798e-01,3,124.9157
12,68,1.44e-15,11,-5.764e-01,4,153.2347
12,69,1.20e-15,11,-5.966e-01,4,117.6849
12,70,1.01e-15,11,-5.137e-01,4,102.8478
12,71,1.09e-15,11,-5.610e-01,4,153.8778
12,72,1.05e-15,11,-6.674e-01,4,167.1199
12,73,1.42e-15,11,-5.351e-01,5,124.7714
12,74,1.30e-15,11,-6.447e-01,4,125.4557
12,75,1.23e-15,11,-5.911e-01,5,122.5744
12,76,4.66e-16,11,-7.052e-01,5,132.7367
12,77,2.10e-15,11,-3.875e-01,4,135.5346
12,78,1.26e-15,11,-8.004e-01,5,130.6935
12,79,8.66e-16,11,-6.551e-01,5,153.1034
12,80,9.80e-16,11,-6.762e-01,4,113.2278
12,81,1.19e-15,11,-7.296e-01,4,157.7243
12,82,1.09e-15,11,-5.885e-01,5,112.4236
12,83,1.37e-15,11,-9.492e-01,4,119.2838
12,84,1.10e-15,11,-5.903e-01,5,131.3330
12,85,1.25e-15,11,-6.152e-01,4,120.7869
12,86,1.26e-15,11,-5.681e-01,4,139.4856
12,87,2.33e-15,11,-7.147e-01,5,150.7603
12,88,1.21e-15,11,-8.397e-01,4,116.5585
12,89,1.17e-15,11,-5.376e-01,4,126.8389
12,90,1.01e-15,11,-8.968e-01,4,111.5940
12,91,1.66e-15,11,-8.574e-01,4,131.7643
12,92,1.28e-15,11,-7.449e-01,4,135.5004
12,93,1.30e-15,11,-5.024e-01,5,112.7934
12,94,1.85e-15,11,-6.661e-01,4,142.0059
